collectTime,metrisValue
2020/3/21 18:31,163
2020/3/21 18:41,169
2020/3/21 18:51,134
2020/3/21 19:01,129
2020/3/21 19:11,164
2020/3/21 19:21,121
2020/3/21 19:31,115
2020/3/21 19:41,109
2020/3/21 19:51,122
2020/3/21 20:01,138
2020/3/21 20:11,95
2020/3/21 20:21,117
2020/3/21 20:31,129
2020/3/21 20:41,132
2020/3/21 20:51,109
2020/3/21 21:01,98
2020/3/21 21:11,145
2020/3/21 21:21,137
2020/3/21 21:31,135
2020/3/21 21:41,179
2020/3/21 21:51,212
2020/3/21 22:01,250
2020/3/21 22:11,294
2020/3/21 22:21,363
2020/3/21 22:31,415
2020/3/21 22:41,507
2020/3/21 22:51,549
2020/3/21 23:01,624
2020/3/21 23:11,778
2020/3/21 23:21,895
2020/3/21 23:31,951
2020/3/21 23:41,1046
2020/3/21 23:51,1138
2020/3/22 0:01,1136
2020/3/22 0:11,1313
2020/3/22 0:21,1348
2020/3/22 0:31,1419
2020/3/22 0:41,1529
2020/3/22 0:51,1574
2020/3/22 1:01,1649
2020/3/22 1:11,1905
2020/3/22 1:21,2024
2020/3/22 1:31,2093
2020/3/22 1:41,2089
2020/3/22 1:51,2155
2020/3/22 2:01,2316
2020/3/22 2:11,2600
2020/3/22 2:21,2553
2020/3/22 2:31,2557
2020/3/22 2:41,2659
2020/3/22 2:51,2613
2020/3/22 3:01,2652
2020/3/22 3:11,2666
2020/3/22 3:21,2838
2020/3/22 3:31,2588
2020/3/22 3:41,2461
2020/3/22 3:51,2398
2020/3/22 4:01,2382
2020/3/22 4:11,2751
2020/3/22 4:21,2462
2020/3/22 4:31,2313
2020/3/22 4:41,2234
2020/3/22 4:51,2244
2020/3/22 5:01,2175
2020/3/22 5:11,2233
2020/3/22 5:21,2223
2020/3/22 5:31,2081
2020/3/22 5:41,2103
2020/3/22 5:51,2018
2020/3/22 6:01,2015
2020/3/22 6:11,2076
2020/3/22 6:21,2223
2020/3/22 6:31,2048
2020/3/22 6:41,2098
2020/3/22 6:51,2008
2020/3/22 7:01,1985
2020/3/22 7:11,2017
2020/3/22 7:21,2147
2020/3/22 7:31,2160
2020/3/22 7:41,2166
2020/3/22 7:51,2045
2020/3/22 8:01,2036
2020/3/22 8:11,2048
2020/3/22 8:21,2142
2020/3/22 8:31,2039
2020/3/22 8:41,2139
2020/3/22 8:51,2095
2020/3/22 9:01,2045
2020/3/22 9:11,2032
2020/3/22 9:21,2089
2020/3/22 9:31,1963
2020/3/22 9:41,1915
2020/3/22 9:51,1953
2020/3/22 10:01,1978
2020/3/22 10:11,1890
2020/3/22 10:21,1905
2020/3/22 10:31,1852
2020/3/22 10:41,1812
2020/3/22 10:51,1849
2020/3/22 11:01,1815
2020/3/22 11:11,1902
2020/3/22 11:21,1959
2020/3/22 11:31,1936
2020/3/22 11:41,1852
2020/3/22 11:51,1875
2020/3/22 12:01,1888
2020/3/22 12:11,1898
2020/3/22 12:21,1786
2020/3/22 12:31,1759
2020/3/22 12:41,1732
2020/3/22 12:51,1687
2020/3/22 13:01,1636
2020/3/22 13:11,1548
2020/3/22 13:21,1590
2020/3/22 13:31,1487
2020/3/22 13:41,1428
2020/3/22 13:51,1374
2020/3/22 14:01,1288
2020/3/22 14:11,1175
2020/3/22 14:21,1126
2020/3/22 14:31,1113
2020/3/22 14:41,1066
2020/3/22 14:51,1077
2020/3/22 15:01,874
2020/3/22 15:11,917
2020/3/22 15:21,828
2020/3/22 15:31,729
2020/3/22 15:41,623
2020/3/22 15:51,561
2020/3/22 16:01,547
2020/3/22 16:11,710
2020/3/22 16:21,650
2020/3/22 16:31,689
2020/3/22 16:41,634
2020/3/22 16:51,542
2020/3/22 17:01,483
2020/3/22 17:11,434
2020/3/22 17:21,372
2020/3/22 17:31,316
2020/3/22 17:41,282
2020/3/22 17:51,215
2020/3/22 18:01,197
2020/3/22 18:11,212
2020/3/22 18:21,187
2020/3/22 18:31,138
2020/3/22 18:41,142
2020/3/22 18:51,157
2020/3/22 19:01,125
2020/3/22 19:11,125
2020/3/22 19:21,124
2020/3/22 19:31,123
2020/3/22 19:41,109
2020/3/22 19:51,94
2020/3/22 20:01,105
2020/3/22 20:11,127
2020/3/22 20:21,104
2020/3/22 20:31,109
2020/3/22 20:41,114
2020/3/22 20:51,123
2020/3/22 21:01,122
2020/3/22 21:11,132
2020/3/22 21:21,141
2020/3/22 21:31,166
2020/3/22 21:41,188
2020/3/22 21:51,209
2020/3/22 22:01,278
2020/3/22 22:11,357
2020/3/22 22:21,416
2020/3/22 22:31,502
2020/3/22 22:41,599
2020/3/22 22:51,694
2020/3/22 23:01,768
2020/3/22 23:11,916
2020/3/22 23:21,999
2020/3/22 23:31,1100
2020/3/22 23:41,1174
2020/3/22 23:51,1199
2020/3/23 0:01,1405
2020/3/23 0:11,1476
2020/3/23 0:21,1558
2020/3/23 0:31,1560
2020/3/23 0:41,1727
2020/3/23 0:51,2074
2020/3/23 1:01,2113
2020/3/23 1:11,2337
2020/3/23 1:21,2516
2020/3/23 1:31,2648
2020/3/23 1:41,2362
2020/3/23 1:51,2749
2020/3/23 2:01,2710
2020/3/23 2:11,2652
2020/3/23 2:21,2683
2020/3/23 2:31,2695
2020/3/23 2:41,2563
2020/3/23 2:51,2594
2020/3/23 3:01,2621
2020/3/23 3:11,2616
2020/3/23 3:21,2615
2020/3/23 3:31,2438
2020/3/23 3:41,2349
2020/3/23 3:51,2255
2020/3/23 4:01,2345
2020/3/23 4:11,2212
2020/3/23 4:21,2211
2020/3/23 4:31,2010
2020/3/23 4:41,2095
2020/3/23 4:51,2099
2020/3/23 5:01,2061
2020/3/23 5:11,2174
2020/3/23 5:21,1898
2020/3/23 5:31,1896
2020/3/23 5:41,1984
2020/3/23 5:51,1919
2020/3/23 6:01,1953
2020/3/23 6:11,2007
2020/3/23 6:21,2004
2020/3/23 6:31,2093
2020/3/23 6:41,2120
2020/3/23 6:51,1880
2020/3/23 7:01,2039
2020/3/23 7:11,2143
2020/3/23 7:21,2038
2020/3/23 7:31,1992
2020/3/23 7:41,1920
2020/3/23 7:51,1935
2020/3/23 8:01,2013
2020/3/23 8:11,1954
2020/3/23 8:21,1880
2020/3/23 8:31,1900
2020/3/23 8:41,1858
2020/3/23 8:51,2013
2020/3/23 9:01,1987
2020/3/23 9:11,1772
2020/3/23 9:21,1765
2020/3/23 9:31,1827
2020/3/23 9:41,1804
2020/3/23 9:51,1695
2020/3/23 10:01,1759
2020/3/23 10:11,1687
2020/3/23 10:21,1661
2020/3/23 10:31,1743
2020/3/23 10:41,1590
2020/3/23 10:51,1615
2020/3/23 11:01,1525
2020/3/23 11:11,1707
2020/3/23 11:21,1632
2020/3/23 11:31,1685
2020/3/23 11:41,1775
2020/3/23 11:51,1681
2020/3/23 12:01,1669
2020/3/23 12:11,1607
2020/3/23 12:21,1573
2020/3/23 12:31,1706
2020/3/23 12:41,1713
2020/3/23 12:51,1532
2020/3/23 13:01,1528
2020/3/23 13:11,1458
2020/3/23 13:21,1382
2020/3/23 13:31,1382
2020/3/23 13:41,1377
2020/3/23 13:51,1311
2020/3/23 14:01,1257
2020/3/23 14:11,1128
2020/3/23 14:21,1081
2020/3/23 14:31,1062
2020/3/23 14:41,1062
2020/3/23 14:51,964
2020/3/23 15:01,796
2020/3/23 15:11,840
2020/3/23 15:21,765
2020/3/23 15:31,715
2020/3/23 15:41,643
2020/3/23 15:51,541
2020/3/23 16:01,565
2020/3/23 16:11,659
2020/3/23 16:21,664
2020/3/23 16:31,603
2020/3/23 16:41,635
2020/3/23 16:51,539
2020/3/23 17:01,528
2020/3/23 17:11,441
2020/3/23 17:21,368
2020/3/23 17:31,300
2020/3/23 17:41,279
2020/3/23 17:51,225
2020/3/23 18:01,205
2020/3/23 18:11,227
2020/3/23 18:21,168
2020/3/23 18:31,154
2020/3/23 18:41,140
2020/3/23 18:51,138
2020/3/23 19:01,146
2020/3/23 19:11,125
2020/3/23 19:21,119
2020/3/23 19:31,110
2020/3/23 19:41,117
2020/3/23 19:51,95
2020/3/23 20:01,101
2020/3/23 20:11,118
2020/3/23 20:21,93
2020/3/23 20:31,106
2020/3/23 20:41,114
2020/3/23 20:51,107
2020/3/23 21:01,133
2020/3/23 21:11,123
2020/3/23 21:21,142
2020/3/23 21:31,154
2020/3/23 21:41,194
2020/3/23 21:51,195
2020/3/23 22:01,273
2020/3/23 22:11,345
2020/3/23 22:21,404
2020/3/23 22:31,527
2020/3/23 22:41,550
2020/3/23 22:51,646
2020/3/23 23:01,714
2020/3/23 23:11,884
2020/3/23 23:21,1003
2020/3/23 23:31,1007
2020/3/23 23:41,1090
2020/3/23 23:51,1100
2020/3/24 0:01,1206
2020/3/24 0:11,1339
2020/3/24 0:21,1433
2020/3/24 0:31,1532
2020/3/24 0:41,1512
2020/3/24 0:51,1652
2020/3/24 1:01,1713
2020/3/24 1:11,1959
2020/3/24 1:21,2015
2020/3/24 1:31,1998
2020/3/24 1:41,2177
2020/3/24 1:51,2168
2020/3/24 2:01,2241
2020/3/24 2:11,2501
2020/3/24 2:21,2453
2020/3/24 2:31,2418
2020/3/24 2:41,2460
2020/3/24 2:51,2239
2020/3/24 3:01,2386
2020/3/24 3:11,2372
2020/3/24 3:21,2308
2020/3/24 3:31,2213
2020/3/24 3:41,2293
2020/3/24 3:51,2316
2020/3/24 4:01,2137
2020/3/24 4:11,6876
2020/3/24 4:21,9748
2020/3/24 4:31,11711
2020/3/24 4:41,13330
2020/3/24 4:51,11460
2020/3/24 5:01,7442
2020/3/24 5:11,6228
2020/3/24 5:21,5303
2020/3/24 5:31,4711
2020/3/24 5:41,4606
2020/3/24 5:51,4093
2020/3/24 6:01,3905
2020/3/24 6:11,3848
2020/3/24 6:21,3855
2020/3/24 6:31,3626
2020/3/24 6:41,3529
2020/3/24 6:51,3314
2020/3/24 7:01,3254
2020/3/24 7:11,3331
2020/3/24 7:21,3194
2020/3/24 7:31,3101
2020/3/24 7:41,3021
2020/3/24 7:51,2945
2020/3/24 8:01,2853
2020/3/24 8:11,2901
2020/3/24 8:21,2904
2020/3/24 8:31,2718
2020/3/24 8:41,2769
2020/3/24 8:51,2630
2020/3/24 9:01,2565
2020/3/24 9:11,2510
2020/3/24 9:21,2594
2020/3/24 9:31,2544
2020/3/24 9:41,2550
2020/3/24 9:51,2515
2020/3/24 10:01,2460
2020/3/24 10:11,2597
2020/3/24 10:21,2386
2020/3/24 10:31,2286
2020/3/24 10:41,2220
2020/3/24 10:51,2256
2020/3/24 11:01,2279
2020/3/24 11:11,2260
2020/3/24 11:21,2049
2020/3/24 11:31,2312
2020/3/24 11:41,2085
2020/3/24 11:51,2080
2020/3/24 12:01,2011
2020/3/24 12:11,2087
2020/3/24 12:21,2029
2020/3/24 12:31,2008
2020/3/24 12:41,1965
2020/3/24 12:51,1993
2020/3/24 13:01,1928
2020/3/24 13:11,1777
2020/3/24 13:21,1877
2020/3/24 13:31,1751
2020/3/24 13:41,1656
2020/3/24 13:51,1669
2020/3/24 14:01,1604
2020/3/24 14:11,1510
2020/3/24 14:21,1361
2020/3/24 14:31,1320
2020/3/24 14:41,1221
2020/3/24 14:51,1162
2020/3/24 15:01,1071
2020/3/24 15:11,983
2020/3/24 15:21,922
2020/3/24 15:31,815
2020/3/24 15:41,823
2020/3/24 15:51,720
2020/3/24 16:01,698
2020/3/24 16:11,585
2020/3/24 16:21,486
2020/3/24 16:31,391
2020/3/24 16:41,439
2020/3/24 16:51,479
2020/3/24 17:01,605
2020/3/24 17:11,507
2020/3/24 17:21,454
2020/3/24 17:31,421
2020/3/24 17:41,305
2020/3/24 17:51,302
2020/3/24 18:01,259
2020/3/24 18:11,251
2020/3/24 18:21,218
2020/3/24 18:31,183
2020/3/24 18:41,202
2020/3/24 18:51,178
2020/3/24 19:01,121
2020/3/24 19:11,144
2020/3/24 19:21,148
2020/3/24 19:31,147
2020/3/24 19:41,119
2020/3/24 19:51,110
2020/3/24 20:01,98
2020/3/24 20:11,115
2020/3/24 20:21,121
2020/3/24 20:31,114
2020/3/24 20:41,134
2020/3/24 20:51,127
2020/3/24 21:01,161
2020/3/24 21:11,161
2020/3/24 21:21,178
2020/3/24 21:31,177
2020/3/24 21:41,237
2020/3/24 21:51,275
2020/3/24 22:01,331
2020/3/24 22:11,406
2020/3/24 22:21,512
2020/3/24 22:31,606
2020/3/24 22:41,635
2020/3/24 22:51,763
2020/3/24 23:01,885
2020/3/24 23:11,1062
2020/3/24 23:21,1209
2020/3/24 23:31,1219
2020/3/24 23:41,1349
2020/3/24 23:51,1410
2020/3/25 0:01,1445
2020/3/25 0:11,1730
2020/3/25 0:21,1719
2020/3/25 0:31,1767
2020/3/25 0:41,1951
2020/3/25 0:51,2001
2020/3/25 1:01,2036
2020/3/25 1:11,2465
2020/3/25 1:21,2636
2020/3/25 1:31,2567
2020/3/25 1:41,2525
2020/3/25 1:51,2541
2020/3/25 2:01,2716
2020/3/25 2:11,3015
2020/3/25 2:21,3010
2020/3/25 2:31,2956
2020/3/25 2:41,2860
2020/3/25 2:51,2739
2020/3/25 3:01,2700
2020/3/25 3:11,2591
2020/3/25 3:21,2685
2020/3/25 3:31,2628
2020/3/25 3:41,2733
2020/3/25 3:51,2577
2020/3/25 4:01,2571
2020/3/25 4:11,2587
2020/3/25 4:21,2343
2020/3/25 4:31,2340
2020/3/25 4:41,2338
2020/3/25 4:51,2236
2020/3/25 5:01,2138
2020/3/25 5:11,2152
2020/3/25 5:21,2158
2020/3/25 5:31,2184
2020/3/25 5:41,2209
2020/3/25 5:51,2374
2020/3/25 6:01,2368
2020/3/25 6:11,2488
2020/3/25 6:21,2609
2020/3/25 6:31,2703
2020/3/25 6:41,2662
2020/3/25 6:51,2364
2020/3/25 7:01,2348
2020/3/25 7:11,2758
2020/3/25 7:21,3113
2020/3/25 7:31,3158
2020/3/25 7:41,2923
2020/3/25 7:51,2562
2020/3/25 8:01,2558
2020/3/25 8:11,2708
2020/3/25 8:21,2916
2020/3/25 8:31,2712
2020/3/25 8:41,2665
2020/3/25 8:51,2336
2020/3/25 9:01,2182
2020/3/25 9:11,2260
2020/3/25 9:21,2316
2020/3/25 9:31,2217
2020/3/25 9:41,2397
2020/3/25 9:51,2258
2020/3/25 10:01,2270
2020/3/25 10:11,2000
2020/3/25 10:21,1995
2020/3/25 10:31,2020
2020/3/25 10:41,1859
2020/3/25 10:51,1898
2020/3/25 11:01,1950
2020/3/25 11:11,1988
2020/3/25 11:21,1901
2020/3/25 11:31,1930
2020/3/25 11:41,1897
2020/3/25 11:51,1922
2020/3/25 12:01,1915
2020/3/25 12:11,1935
2020/3/25 12:21,1906
2020/3/25 12:31,1781
2020/3/25 12:41,1851
2020/3/25 12:51,1787
2020/3/25 13:01,1745
2020/3/25 13:11,1698
2020/3/25 13:21,1688
2020/3/25 13:31,1673
2020/3/25 13:41,1616
2020/3/25 13:51,1575
2020/3/25 14:01,1523
2020/3/25 14:11,1346
2020/3/25 14:21,1469
2020/3/25 14:31,1249
2020/3/25 14:41,1195
2020/3/25 14:51,1223
2020/3/25 15:01,1063
2020/3/25 15:11,1005
2020/3/25 15:21,872
2020/3/25 15:31,861
2020/3/25 15:41,781
2020/3/25 15:51,749
